,ID,name_en,countries,speakers,location,lat,lon,status
807,1722,Talodi,Sudan,1500.0,"Talodi town and hill, including the villages of Tasomi and Tata",10.6902,30.3964,4
808,304,Wayana (Suriname),Suriname,1500.0,"On the Palumeu, Tapanahoni, Maroni and Lawa rivers in Suriname. On the Litani and Maroni rivers in French Guyana. On the Paru river in Brazil (state of Pará).",2.7455,-54.58,1
809,2355,Natsilingmiutut,Canada,1455.0,Spread over 3 communities in Canada,68.643,-95.8863,1
810,635,Movima,Bolivia (Plurinational State of),1452.0,"Area of Santa Ana del Yacuma, department of Beni",-13.7954,-65.4345,3
811,589,Cinta Larga,Brazil,1440.0,"The group lives in indigenous lands Roosevelt, indigenous Park Aripuanã, eastern Rondônia; in indigenous lands Aripuanã, western Mato Grosso - Brazil",-11.4154,-59.7216,1
812,1724,Tese,Sudan,1400.0,"Nuba Hills, Keiga Jirru west of Debri, and in 6 villages, northeast of Kadugli",11.2161,29.8471,4
813,1805,Bororo,Brazil,1390.0,"Brazil, Mato Grosso State, Terra Indígena Meruri, Terra Indígena Perigara, Terra Indígena Sangradouro-Volta Grande, Terra Indígena
Tadarimana, Terra Indígena Jarudori, and Terra Indígena Teresa Cristina. Macro-Ge, Bororo.
",-15.5172,-53.1024,2
814,2346,Puluwat,Micronesia (Federated States of),1364.0,"Polowat, Pollap, Houk and Tamtam Islands, Caroline Islands",7.5803,149.425,3
815,1341,Guernsey French,United Kingdom of Great Britain and Northern Ireland,1327.0,the island of Guernsey in the Bailiwick of Guernsey,49.4502,-2.5927,3
816,2344,Paafang,Micronesia (Federated States of),1318.0,"Hall Islands, Caroline Islands",7.6198,155.1571,3
817,442,Chɨlɨng,Nepal,1314.0,Āṅkhisallā area in Dhankuṭā district,26.9483,87.2527,2
818,947,Zapotec of the Valleys north,Mexico,1303.0,"Locality of Tlalixtac de Cabrera, state of Oaxaca",17.0666,-96.65,3
819,343,Cypriot Arabic,Cyprus,1300.0,the Kormakiti village in the north; most displaced in the south,35.3196,33.338,3
820,1196,Sanenyo,India,1300.0,Chowra (Sanenyo) Island,7.9504,93.576,4
821,1287,Tecóatl Mazatec,Mexico,1300.0,"Municipality of San Jerónimo Tecóatl, state of Oaxaca",18.1653,-96.9124,1
822,1833,Xinka,Guatemala,1283.0,Guazacapán and Jumaytepeque,14.3447,-90.2603,4
823,920,Ozomatlán Totonac,Mexico,1276.0,"Ozomatlán, Tepetzintla de Galeana in the municipality of Huauchinango, state of Puebla",20.1766,-98.0527,4
824,1126,Kāgate,Nepal,1273.0,Ramechhap district,27.5449,86.2925,2
825,628,Maxakali,Brazil,1271.0,"The group lives in the indigenous land Maxakali, Municipality of Bertópolis, Minas Gerais State - Brazil.",-16.5519,-40.3417,1
826,2688,Murik,Papua New Guinea,1256.0,"Angoram District, coastal west of the mouth of Sepik River, East Sepik Province",-3.8368,144.2807,1
827,1580,Pengo,India,1254.0,Orissa,19.0621,83.4851,4
828,1968,Aivilingmiutut,Canada,1245.0,Spread over 2 communities in Canada,64.1657,-83.243,1
829,2605,Oirata,Indonesia,1221.0,"East and west Oirata in southeast Kisar Island, South Maluku",-8.0755,127.1777,2
830,1093,Lohorung,Nepal,1207.0,"Saṅkhuvā Sabhā district, upper Arun valley",27.4266,87.2498,3
831,1709,Harakmbut,Peru,1206.0,"Madre de Dios, provincia de  Tambopata; ríos Tambopata, Alto Madre de  Dios, Colorado; aldea de  Shintuya",-12.9403,-70.2685,2
832,2279,Dakka,Indonesia,1200.0,"Sulawesi, Indonesia",-3.316,119.2071,1
833,588,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",1200.0,"Argentina: Province of Salta, Departments of  Rivadavia and San Martín
Paraguay.  Department of  Boquerón.",-23.1201,-62.7539,2
834,2613,Te'un (Seram Island),Indonesia,1200.0,"Transmigration area in south central Seram Island, Central Maluku, from Te'un Island, South Maluku, because of volcanic activities",-3.1843,128.9465,2
835,2034,Tsou,China,1200.0,Taiwan Province,23.5174,120.8564,1
836,2614,Ujir,Indonesia,1200.0,"Ujir Island and Samang on the end of western peninsula on Wokam Island, in northwest Aru Islands, south Maluku",-5.6105,134.2776,2
837,2359,Northern Algonquin,Canada,1180.0,Spread over 10 communities in Canada,48.0616,-77.3521,1
838,1272,Huehuetlán Mazatec,Mexico,1169.0,"Municipality of San Francisco Huehuetlán, state of Oaxaca",18.1964,-96.9471,1
839,2636,Savo,Solomon Islands,1147.0,"Savo Island, north of northwestern Guadalcanal Island",-9.1292,159.8071,2
840,1830,Tektitek,Guatemala,1144.0,"Tectitán, part of Cuilco",15.3073,-92.0609,2
841,2493,Fwâi,New Caledonia (France),1131.0,Hienghène,-20.7048,164.9034,1
842,1913,Guayabero,Colombia,1118.0,"On the Guaviare river, at the border of the departments of Meta and Guaviare",2.6028,-72.3999,2
843,1788,Itzá,Guatemala,1094.0,San José Petén,16.9838,-89.899,4
844,974,Mixtec of the southwest of Puebla,Mexico,1074.0,"Municipality of Chigmecatitlán, state of Puebla",18.6333,-98.0666,2
845,924,Lowland Chontal,Mexico,1060.0,"Municipalities of San Pedro Huamelula, Santiago Astata, Santo Domingo Tehuantepec, state of Oaxaca",16.0286,-95.6683,4
846,584,Chipaya,Bolivia (Plurinational State of),1050.0,"Santa Ana de Chipaya (province of Sabaya, department of Oruro). Communities of Chipaya and Ayparavi.",-19.2074,-68.2031,2
847,2340,Mokilese,Micronesia (Federated States of),1050.0,"Mokil Atoll, Caroline Islands",6.6864,159.7631,4
848,1499,Western Náhuatl,Mexico,1041.0,"Locality of Pómaro and others in the municipality of Aquila in the state of Michoacán; municipalities of Acaponeta and El Nayar in the state of Nayarit; municipality of Mezquital in the state of Durango; municipalities of Armería, Ixtlahuacán, Tecoman, and others in the state of Colima; municipality of Cuauhtitlán de García Barragán in the state of Jalisco",18.3745,-103.3026,3
849,1270,Acatepec Mazatec,Mexico,1038.0,"Municipality of Santa Cruz Acatepec, state of Oaxaca",18.1621,-96.8766,1
850,973,Mixtec of Villa de Tututepec,Mexico,1019.0,"Municipality of Villa de Tututepec, state of Oaxaca",16.1333,-97.6,2
851,1575,Toda,India,1006.0,"Tamil Nadu, Nilgiri and Konda Hills",11.3184,76.8273,4
852,2580,Adabe,Timor-Leste,1000.0,"Autoro Island, Timor Leste",-8.2549,125.5737,1
853,463,Alutor,Russian Federation,1000.0,"most of Olyutor and Karaga counties and the north of Tigil’ County in Koryak Autonomous District; includes three dialect groups, Alutor proper, Karaga, and Palana",60.2016,165.4238,3
854,1455,Arapaho (Wyoming),United States of America,1000.0,Wind River Reservation in Wyoming; Cheyenne-Arapaho Tribe in Oklahoma,43.0139,-108.8214,3
855,1612,Bohtan Neo-Aramaic,"Georgia, Russian Federation",1000.0,"originally the Plain of Bohtan in Sirnak Province of south-eastern Turkey, now mostly around the village of Garbadani, near Rustavi, Georgia; an outlying dialect of Suret",41.5579,45.0219,3
856,95,Bong'om,Kenya,1000.0,Near the Ugandan-Kenyan border.,1.1315,35.0134,2
857,736,Bora,"Colombia, Peru",1000.0,"Departamento de  Loreto, cuenca del río Yahuasyaco. El poblado de Brillo Nuevo es el centro del territorio Bora  en el Perú. También hay boras en Colombia.",-2.7455,-71.8835,1
858,1249,Chali,Bhutan,1000.0,"North of Monggar area, east of Kurichu river",27.301,91.2991,2
859,590,Cocama-Cocamilla (Peru),Peru,1000.0,"En el curso bajo de  los ríos Marañón, Huallaga y Ucayali, en el departamento de Loreto.",-4.8282,-74.2565,3
860,1251,Dakpa,"Bhutan, India",1000.0,"Arunachal Pradesh state, Tawang district, straddling 
the Bhutanese border",27.3937,91.8965,2
861,2616,Dampelas,Indonesia,1000.0,"Close to Sabang, Sulawesi",0.2005,119.8965,2
862,2630,Faghani,Solomon Islands,1000.0,Northwestern part of San Cristobal (Makira) Island,-10.4337,161.5979,1
863,773,Gambiri,Afghanistan,1000.0,"Nuristan, Tregam Valley, villages of Katar and Gambir in Kunar Province of Afghanistan",34.9017,70.9085,3
864,1254,Gongduk,Bhutan,1000.0,"Monggar district, one enclave along the Kurichu river",27.086,91.2002,1
865,2590,Gorap,Indonesia,1000.0,"Morotai Island and North Halmahera, Maluku",2.1528,128.2516,2
866,712,Hawaiian,United States of America,1000.0,Hawaiian Islands,21.9226,-160.1147,4
867,1984,Hértevin,Turkey,1000.0,originally the village of Hertevin and neighbouring villages near the town of Pervari in Siirt Province; most or all speakers have emigrated from Turkey,37.9268,42.5473,4
868,2207,Hu,China,1000.0,"Na Hoy Pha village; also in Man Pa Yuk, Man Pa Lau, Man Pong Thang, Na Pang",22.1743,100.9264,2
869,1031,Hualapai,United States of America,1000.0,Hualapai Indian Reservation in Peach Springs ,35.5279,-113.4297,1
870,1049,Inkhokvari,Russian Federation,1000.0,"the villages of Kvantlyada, Santlyada, Inkhokari (Inkhokvari), and Khvayni in Tsumada County in the Republic of Daghestan",42.3981,46.0299,2
871,1437,Ishkashimi,Tajikistan,1000.0,"Ryn village, Ishkashim district, Gorno-Badakhshan Autonomous Region, Tajikistan.",36.6915,71.7668,3
872,1235,Kayabi,Brazil,1000.0,"The group lives in the indigenous lands Apiaká-Kayabi, Kayabi and Parque Indígena do Xingu - Mato Grosso and Pará states - Brazil.",-11.1972,-53.2342,1
873,1098,Khowa,India,1000.0,"Arunachal Pradesh, West Kameng Dt.",27.2546,92.5323,2
874,2306,Kodeoha,Indonesia,1000.0,Sulawesi,-3.4147,120.9155,1
875,2681,Kuot,Papua New Guinea,1000.0,"East and West Coast, Central New Ireland Province",-3.0692,151.5234,1
876,684,Lokono (Suriname),"French Guiana (France), Suriname",1000.0,"Coastal area of Suriname: on the Nickerie, Saramacca and Suriname rivers, and in the area of Alibina on the Marowijne. Coastal area of French Guyana: Central coast and on the lower Maroni river",5.6487,-55.1074,3
877,456,Manchurian Ölöt,China,1000.0,Fuyu County in Heilongjiang Province; extinct since the early twentieth century in the Imin region of Hulun Buir League in Inner Mongolia; an outlying dialect of Oyrat not listed at all by the SIL,48.1953,124.2993,3
878,1195,Mech,India,1000.0,"Assam, Jalpaiguri and Goalpara districts",26.5688,89.1979,3
879,1511,Mòcheno,Italy,1000.0,"Palù (Palai), Fierozzo (Florutz) and Frassilongo (Gereut) in the Fersina Valley (Fersental, Valle del Fèrsina, or Val dei Mòcheni) in Trento Province; an outlying dialect of Bavarian",46.1194,11.3258,2
880,143,North Greenlandic,Greenland (Kingdom of Denmark),1000.0,Qaanaaq in the north of Greenland; SIL subsumes North Greenlandic under Greenlandic [kal] on geographic basis,77.4815,-69.3511,2
881,1622,Paiter,Brazil,1000.0,"Not mutually intelligible with Gavião of Rondônia, most divergente language of the Mondé branch of the Tupi family",-11.1245,-61.3476,1
882,1814,Pareci,Brazil,1000.0,"Brazil, western Mato Grosso State, on the Jubá, Guaporé, Verde,
Papagaio, Burití and Juruena rivers, Terra Indígena Est. Parecis, Terra Indígena Estivadinho, Terra Indígena Figueiras, Terra Indígena Juininha, Terra Indígena Pareci, Terra Indígena Rio Formoso, Terra Indígena Umutina, and Terra Indígena Utiariti. ",-14.3525,-58.0174,2
883,987,Pasi,India,1000.0,"Arunachal Pradesh, East Siang Dt., mostly in and around the towns of Pasighat and Balek.",28.1834,95.2651,2
884,1348,Resian,Italy,1000.0,Resia in the northeastern part of Udine Province in the Autonomous Region Friuli-Venezia Giulia; an outlying dialect of Slovene not listed separately by the SIL,46.3734,13.3058,2
885,346,Saterlandic,Germany,1000.0,"Strücklingen (Strukelje), Ramsloh (Romelse) and Scharrel (Schäddel) in Saterland region, Lower Saxony; till the early twentieth century also on the island of Wangerooge",53.1059,7.6787,3
886,1498,Shumashti,Afghanistan,1000.0,Shumasht village in Afghanistan,34.6108,70.7569,3
887,2566,Sobei,Indonesia,1000.0,Irian Jaya,-1.8632,138.7408,2
888,2323,Tombelala,Indonesia,1000.0,Sulawesi,-2.5315,121.9454,1
889,448,Toto,India,1000.0,"West Bengal, mostly in town of Totopara, in Jalpaiguri Dt. near border with Bhutan.

the Indian state of West Bengal",26.6867,89.5056,4
890,315,Trio (Suriname),Suriname,1000.0,"In Suriname: On the Palumeu, Tapanahoni and Sipaliwini rivers. In Beazil: On the Upper West Paru river (state of Pará).",2.1528,-56.3818,1
891,596,Yatê,Brazil,1000.0,"The group lives in indigenous lands Fulni-ô, município of Águas Belas and Itaíba in the state of Pernambuco - Brazil",-7.0136,-37.0458,3
892,2190,Zenaga (Western Sahara),Western Sahara,1000.0,Probably along the Mauritanian border,22.2687,-13.7109,4
893,1376,|Gui,Botswana,1000.0,"Pointer at main settlement New Xade (900), others Khekhenye (less than 100), Kageae (20), and Kaotoane daane (12).",-21.8385,21.7858,1
894,1396,ǁAni,Botswana,1000.0,Settlements along the Okavango delta panhandle.,-18.6462,22.1319,2
895,1900,Buglé,Panama,993.0,"Bocas del Toro, Veraguas and Chiriquí",8.5858,-82.3856,2
896,114,Hadza,United Republic of Tanzania,975.0,Mang'ola is the northernmost and linguistically most isolated Hadza area.,-3.401,35.3897,1
897,1781,Bakairi,Brazil,950.0,"Brasil - Northern  Mato Grosso State, southwest to the Upper Xingu area; Terra Indígena Bakairi, Municipality of Nobres, and Terra Indígena Santana, Municipality of Paranatinga. ",-14.4213,-54.0305,1
898,2501,Drubea,New Caledonia (France),946.0,"Païta, Dumbéa, Nouméa, Yaté",-22.0347,166.5527,1
899,2342,Namonuito,Micronesia (Federated States of),944.0,"Magur, Ono, Onari, Piserarh, Ulul islands, Caroline Islands",8.6299,150.0128,3
900,2381,South Slavey,Canada,920.0,Spread over 13 communities in Canada,61.8154,-121.3346,2
901,1095,Mewahang,Nepal,904.0,"Sankhuvā Sabhā district, upper Aruṇ valley",27.5441,87.1401,3
902,1261,Awapit,Ecuador,900.0,"The Awa people migrated from Colombia. In Ecuador they are located in the northwestern region of the country in three different provinces: Esmeraldas in the Coast (Parish of Ricaurte-Tululbí, San Lorenzo county),  Carchi and Imbabura in the Highlands. Total population is about 3800 people distributed in 21 communities (Centros) which are the legal owners of 120.000 hectares. They are represented by  the Federation of Awa Centers (Federación de Centros Awá del Ecuador  - FCAE)",1.0985,-78.706,3
903,290,Chimila,Colombia,900.0,"In the departments of Magdalena and Cesar, Northern Colombia: Locality San Ángel and Ariguaní river",10.0986,-73.894,3
904,1419,Kua,Botswana,900.0,"Two settlements, one east of Serowe (550) and south-east of Serowe (350).",-22.7106,26.4605,2
905,1865,Pech,Honduras,900.0,Municipality of Dulce Nombre de Culmí; Olancho dept; la Laguna in Santa María del Carbón,15.0819,-85.5552,3
906,1819,Rikbaktsa,Brazil,900.0,"The group livies in Indigenous Lands Erikbaktsa, Japuíra and Escondido, north-western Mato Grosso State, Juruena River Basin.- Brazil.",-10.6174,-58.2714,3
907,2490,Caac,New Caledonia (France),890.0,Pouébo,-20.3883,164.5614,1
908,254,Inuinnaqtun,Canada,890.0,Spread over 5 communities in Canada,67.8443,-115.2742,2
909,2496,Voh-Koné dialects,New Caledonia (France),878.0,"Voh, Koné",-20.9665,164.7866,2
910,146,Santa María del Mar Huave,Mexico,862.0,"Municipality of Santa María del Mar, state of Oaxaca",16.2166,-94.85,3
911,2343,Nukuoro,Micronesia (Federated States of),860.0,Nukuoro and Ponape,3.8574,154.9786,2
912,972,Mixtec of Santa Cruz Itundujia,Mexico,851.0,Santa Cruz Itundujia,16.7666,-97.6,2
913,953,"Zapotec of the Southern mountains, northeast",Mexico,849.0,"Locality of San Pedro Mixtepec, state of Oaxaca",16.2666,-96.2833,2
914,2489,Kumak,New Caledonia (France),847.0,"North of the ""Grande Terre"" (Poum, Koumak and some islands around)",-20.1278,164.0259,1
915,710,Pukapukan,Cook Islands,840.0,Pukapuka and Nasau Islands,-10.871,-165.8441,2
916,2598,Lola,Indonesia,830.0,"Three islands east of Kobroor and Baun Islands in the Aru Islands, South East Maluku",-6.3316,134.8818,1
917,2370,Ottawa (Canada),"Canada, United States of America",810.0,Spread over 15 communities in Canada,46.1519,-82.2243,3
918,1906,Chorote Iyojwa'ja,"Argentina, Paraguay",800.0,Northeast Salta Province,-24.287,-60.3808,3
919,1941,Javaé,Brazil,800.0,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil.",-11.1568,-50.4711,2
920,2314,Panasuan,Indonesia,800.0,Sulawesi,-2.2516,119.5806,2
921,2055,Piaroa (Colombia),Colombia,800.0,"Entre los ríos Vichada, al norte, y Guaviare, al sur, en los cursos bajos de estos ríos y otros afluentes occidentales del Orinoco, en el departamento del Vichada",4.0,-68.6666,2
922,875,Taos,United States of America,800.0,"Taos Pueblo, 70 miles north of Santa Fe, NM.",36.4717,-105.5596,2
923,2708,Taulil,Papua New Guinea,800.0,"Central part of the Gazelle Peninsula, East New Britain",-4.5435,152.0397,1
924,1124,Kaike,Nepal,794.0,Dolpo district,28.9642,82.9819,2
925,372,Kildin Saami,Russian Federation,787.0,"earlier many locations in the eastern parts of Kola County and the western parts of Lovozero County in central Murmansk Province, from which they were concentrated to the county centre Lovozero",68.0075,35.0079,3
926,740,Ese eja,"Bolivia (Plurinational State of), Peru",782.0,"Departamento de  Madre de  Dios, ríos  Tambopata  y Heath, aldeas de Infierno y Palma Real. Department of Beni (Bolivia).",-12.5867,-69.0161,2
927,971,Mixtec of Santa Inés de Zaragoza,Mexico,775.0,"Municipality of Santa Inés de Zaragoza, state of Oaxaca",17.2333,-97.1666,2
928,1282,Ocopetatillo Mazatec,Mexico,757.0,"Municipality of San Pedro Ocopetatillo, state of Oaxaca",18.1856,-96.9113,1
929,607,Jaqaru,Peru,750.0,"Departamento de  Lima, Provincia de  Yauyos, pueblo de  Tupe como lugar focal",-12.7488,-75.8248,3
930,1989,Waiwai (Suriname),Suriname,750.0,"The Tunayana Waiwai live in a Trio community in southern Suriname, Kwamalasemutu.",2.1528,-56.206,4
931,506,Ulcha,Russian Federation,732.0,Ul’cha County in Khabarovsk Region,52.0457,140.4162,4
932,2491,Jawe,New Caledonia (France),729.0,"Hienghène, Pouébo",-20.4913,164.696,1
933,2358,North Slavey,Canada,720.0,Spread over 4 communities in Canada,65.2161,-123.4362,2
934,266,Gitksan,Canada,710.0,Spread over 8 communities in Canada,55.355,-127.6828,3
935,1835,A'ingae / Cofan (Ecuador),Ecuador,700.0,"In Ecuador: Province of Sucumbíos, Lago Agrio county,  Dureno and  Jambelí parishes; Cascales county,  El Dorado parish; Cuyabeno county, Cuyabeno parish;  Sucumbíos county, La Bonita parish. Major settlements are in Sinangue, Dovuno, Dureno and Zabalo,",0.0659,-76.7065,2
936,2269,Enggano,Indonesia,700.0,"Sumatra, Indonesia",-5.4191,102.2717,1
937,1703,Indri,Sudan,700.0,"Southern Sudan, southwest, in a small area around Raga",8.4397,25.5926,3
938,2514,Lakon,Vanuatu,700.0,Gaua Island,-14.251,167.422,1
939,2625,Ngatikese Men's Creole,Micronesia (Federated States of),700.0,Ngatik Atoll,5.8305,157.2308,2
940,1488,Mountain Guarijío,Mexico,696.0,Localities of Arechuyvo and others in the municipality of Uruuachi; municipalities of Chínipas and Moris in the state of Chihuahua,27.8758,-108.553,1
941,496,Nivkh (Sakhalin),Russian Federation,688.0,"Sakhalin Province: the village of Nekrasovka and smaller neighbouring villages such as Moskal’vo, Chir-Unvd and Viakhtu in Okha County; the village of Rybnovsk (Rybnoye) in the same county; the town of Nogliki in Nogliki County; also the town of Poronaysk in Poronaysk County",51.7814,143.1628,3
942,273,Dakota,Canada,675.0,Spread over 7 communities in Canada,49.8461,-100.5035,2
943,1241,Carrier,Canada,660.0,Spread over 30 communities in Canada,54.2395,-125.7621,3
944,936,Matlatzinca,Mexico,651.0,"San Francisco Oztotilpan, municipality of Temascaltepec",19.0479,-100.2197,2
945,1266,Central Popoloc,Mexico,641.0,"Municipality of Tepexi de Rodríguez, state of Puebla",18.5842,-97.9295,3
946,2364,Eastern Ojibwe,Canada,620.0,Spread over 23 communities in Canada,44.8381,-80.1983,3
947,1487,River Guarijío,Mexico,617.0,Locality of Mesa Colorada in the municipality of Álamos; municipality of Quiriego in the state of Sonora,27.5196,-109.2525,1
948,1858,Yuhup (Brazil),Brazil,617.0,370 in the group of Apapóris.  There are another 7 villages on the Tiquié,-1.0546,-69.3896,1
949,933,Ocoyoacac Otomí,Mexico,609.0,"San Jerónimo Acazulco, municipality of Ocoyoacac, state of Mexico",19.2716,-99.4613,3
950,2628,Blablanga,Solomon Islands,600.0,Santa Isabel,-8.206,159.4638,2
951,897,Chickasaw,United States of America,600.0,"Chickasaw Nation in parts of 13 counties in south-central Oklahoma, from Byng or Happyland (near Ada) in the north, and from Davis or Ardmore in the west to Fillmore and Wapanucka in the east. ",34.6,-96.8161,3
952,351,Faetar,Italy,600.0,Faeto and Celle San Vito in Foggia Province in Apulia; an outlying dialect of Francoprovençal not listed separately by the SIL,41.3265,15.1721,2
953,2633,Hoava,Solomon Islands,600.0,"North Marovo lagoon, New Georgia",-8.1883,157.6036,1
954,297,Hodi,Venezuela (Bolivarian Republic of),600.0,Border of the states of Amazonas and Bolívar (Venezuela).,6.075,-65.6323,1
955,753,Iñapari,Peru,600.0,"Depto. de  Madre de  Dios, cuenca del río Piedras.",-12.0822,-69.7412,4
956,2545,Kowiai,Indonesia,600.0,Irian Jaya,-3.9437,134.0881,1
957,1236,Kuikuro,Brazil,600.0,"Estado de Mato Grosso, Município de Gaúcha do Norte.
Villages: Ipatse, main village: 281 (2008); village of Ahukugi 150; village of  Lahatuá (100); village of Asã-enkgugetoho (80, com Kalapalo); kuikuro speakers in the Yawalapiti village (50).
Other speakers live in other Upper Xingu villages (Kalapalo, Matipu, Nahukwá, Wauja, Kamayurá, Mehinaku, Aweti).

",-12.35,-53.21,1
958,2308,Laiyolo,Indonesia,600.0,Sulawesi,-6.3862,120.4733,2
959,1734,Mo'da,Sudan,600.0,"Southern Sudan, northwest of Mvolo on both sides of the border of Lakes and Western Equatoria provinces.",6.5008,29.9377,4
960,497,Northern Selkup,Russian Federation,600.0,"Krasnosel’kup County in Yamal Nenets Autonomous District, the northern parts of Turukhansk County in Krasnoyarsk Region and the northeastern corner of Nizhnevartovsk County in Khanty-Mansi Autonomous District",65.7035,82.4441,3
961,2623,Penrhyn,Cook Islands,600.0,Penrhyn Island,-9.0153,-158.0218,3
962,2010,Piratapuya (Colombia),Colombia,600.0,En Colombia se enecuentran en el curso bajo del río Papurí (Departamento de Vaupés); en Brasil en el noroeste del estado de Amazonas,0.8333,-69.5,4
963,757,Siona / Secoya (Ecuador),Ecuador,600.0,"Ecuador:  Sucumbíos province, Putumayo county, Puerto Bolívar parish; some people are also in the counties of Shushufindi and San Roque. In spite of their bilingualism, Sionas and Secoyas still maintain their ancestral traditions and ceremonies. ",-0.0659,-76.3989,3
964,716,Sonsorol,Palau,600.0,Palau Islands,7.4278,134.5495,3
965,2627,Teanu,Solomon Islands,600.0,Vanikoro,-11.6219,166.9633,2
966,568,Andoke,Colombia,597.0,"Aduche River (Araracuara region), near the middle course of the Caquetá",-0.769,-72.2351,3
967,980,Southern Tlapanec,Mexico,592.0,Municipality of Azoyú in the state of Guerrero,16.7325,-98.6034,3
968,2497,Orowe,New Caledonia (France),587.0,Bourail,-21.4223,165.4678,2
969,633,Mosetén,Bolivia (Plurinational State of),585.0,"Mosetén: Covendo, Santa Ana and Muchanes in the Upper Beni valley (Yungas area of the department of La Paz). ",-15.4113,-67.5,3
970,715,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),580.0,Norfolk Island,-29.0225,167.9425,2
971,2361,Nunatsiavummiutut,Canada,575.0,Spread over 7 communities in Canada,56.532,-61.7408,2
972,2379,Shuswap,Canada,570.0,Spread over 28 communities in Canada,51.7886,-122.2286,2
973,2500,Xaragure,New Caledonia (France),566.0,Thio,-21.8054,166.4964,1
974,1355,Lacandón,Mexico,563.0,"Municipality of Ocosingo, state of Chiapas",16.706,-91.0641,4
975,952,Zapotec of Zimatlán de Álvarez,Mexico,562.0,"Zimatlán de Álvarez, state of Oaxaca",16.8666,-96.7833,2
976,800,Chilcotin,Canada,560.0,Spread over 13 communities in Canada,52.031,-123.1678,2
977,2631,Gao,Solomon Islands,550.0,Southeastern Santa Isabel,-8.3514,159.8167,1
978,2678,Karore,Papua New Guinea,550.0,"Kandrian District, West New Britain",-6.1542,149.8205,1
979,982,Western Tlapanec,Mexico,549.0,Municipality of Quechutenango in the state of Guerrero,17.4101,-99.2423,1
980,1048,Hinukh,Russian Federation,548.0,"the village of Ginukh in Tsunta County, and by an immigrant community in the village of Monastyrskoye in Kizlyar County, in the Republic of Daghestan",42.1801,45.977,2
981,2656,Anuki,Papua New Guinea,542.0,"Arould Tapiosan, Cape Vogel, Milne Bay Province",-9.6522,149.7656,2
982,1294,Imeraguen,Mauritania,534.0,"The language is used  in the region near Nouakchout, the area stretching from Cape Timiris to Nouadhibou The language is a combination of a variety of Hassaniyya  with an Azer (Soninke) base. The language is mainly associated with the Oulad Bou Sba who are reported to be remnants of the Bafours.",18.9166,-15.996,2
983,1122,Narpa,Nepal,533.0,’Nar and Phu valleys,28.7315,84.261,2
984,1357,Akatek (Mexico),Mexico,532.0,"Municipality of Champotón, state of Campeche; Municipalities of Frontera Comalapa and La Trinitaria, state of Chiapas; Municipality of Othon P. Blanco in Quintana Roo",16.7823,-93.1061,1
985,2354,Naskapi,Canada,525.0,Spread over 1 communities in Canada,54.903,-66.802,1
986,1038,Archi,Russian Federation,524.0,the village of Archi (Archib) in Charoda County in the Republic of Daghestan,41.9839,46.8127,2
987,1175,Raute,Nepal,518.0,"Formerly nomadic, now resettled in Ḍãḍeldhurā and Dailekh districts.",28.9744,80.7969,3
988,1080,Seri,Mexico,518.0,Municipalities of Hermosillo and Pitiquito in the state of Sonora,29.2333,-112.2,1
989,1267,Western Popoloc,Mexico,516.0,"Municipalities of Santa Inés Ahuatempan and San Felipe Otlaltepec, state of Puebla",18.4141,-98.0176,3
990,1451,Kalapalo,Brazil,506.0,"Estado de Mato Grosso, Município de Querência; villages Aiha, Tanguro, Asã-inkgugetoho.",-12.1574,-53.2521,1
991,491,Nganasan,Russian Federation,505.0,"originally central Taymyr, the regions of the Pyasina and Taymyra river systems, now largely concentrated in the villages of Ust’-Avam and Volochanka in Dudinka County and Novaya in Khatanga County in the former Taymyr (Dolgan and Nenets) Autonomous District; a group of approximately 100 people continue to lead a semi-nomadic life in the region of the river Dudypta near Ust’-Avam",72.816,91.582,3
992,2719,Jakaltek (Mexico),Mexico,504.0,"Small communities in the vicinity of Ciudad Cuautémoc, State of Chiapas",16.3137,-93.2084,3
993,951,Zapotec of San Antonino el Alto,Mexico,504.0,"San Antonino el Alto, state of Oaxaca",16.8166,-97.0333,2
994,752,Amahuaca,Peru,500.0,"Departamento de  Ucayali, provincias de   Atalaya y Purús, distrito de Raimondi y Yurúa; departamento de  Madre de  Dios, provincia de  Tambopata, distrito de Las Piedras.",-10.8764,-72.29,3
995,1514,Arbanasi,Croatia,500.0,Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL,44.0994,15.2545,3
996,681,Baniva,Venezuela (Bolivarian Republic of),500.0,"Moroa and San Fernando de Atibapo. Puerto Ayacucho (Territorio de Amazonas, Venezuela).
",2.8333,-67.5219,3
997,1041,Bats,Georgia,500.0,the village of Zemo-Alvani in Akhmeta County,42.0982,45.0878,3
998,965,Black Mountain,Bhutan,500.0,"Black Mountains of central Bhutan.
Villages: Riti, Rukha, Cungseng, Berti, Wangling, Jangbi and Phumz'ur",27.1955,90.43,2
999,2615,Busoa,Indonesia,500.0,"Southwest coast of Buton Island, Sulawesi",-5.5722,122.6074,1
1000,43,Domaaki,Pakistan,500.0,"Mominabad village, Gilgit District; Hunza valley,  Northern Areas of Pakistan.",36.0979,73.9627,3
